YEARMADERANGE,WALLTYPE,ROOFTYPE,PRKGPLC1,BEDROOMS,DEFROST,SIZRFRI1,NUMFREEZ,HEATROOM,STOVENFUEL,NCOMBATH,NHAFBATH,OVENUSE,AMTMICRO,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,AGERFRI1,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF,MEANAGE,LIGHTS
1,3,5,1,3,0,4,0,7,5,2,0,16,1,0,5,1,0,1,3,3,0,7,3,3,2,1,4,12,0,0,0,0,0,0,0,0,0,1,1,7,3,1,2,3,1,0,0,12,4,0,0,1,1,1,1,0,2,2,0,42500,0,2184,1092,1092,13573,0.57,28.5,2.5
5,4,5,1,2,0,4,0,4,5,2,0,6,3,1,7,1,0,1,3,2,3,3,3,1,3,3,4,4,0,0,0,0,2,0,0,0,0,0,1,4,3,0,2,1,1,0,1,12,3,0,0,1,1,1,0,1,2,1,1,22500,0,5200,2400,2400,13319,0.48,75,21
5,4,5,1,3,0,3,0,8,-2,3,0,3,4,0,7,1,1,2,5,2,0,7,3,3,3,3,4,8,1,1,0,0,2,1,0,0,0,0,0,4,1,1,0,0,0,0,1,22,4,1,0,0,0,1,1,1,3,2,1,130000,0,3267,2617,1309,12664,0.46,63,2.5
1,2,5,0,2,1,3,0,5,5,1,0,9,3,1,10,1,0,1,3,2,5,7,3,2,2,1,2,4,2,2,5,0,6,1,0,0,0,0,0,0,0,0,2,2,1,0,0,12,3,1,0,0,0,1,1,1,4,2,0,77500,0,2946,2246,0,4848,0.49,34.5,41
3,2,6,0,4,0,3,0,7,1,2,0,1,3,0,5,0,0,1,4,7,0,3,3,1,1,1,8,8,2,10,5,0,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,30,2,1,0,0,0,0,1,1,2,2,0,67500,0,2512,2512,0,11465,0.66,55.5,0
2,3,5,1,4,1,4,0,9,1,1,0,1,4,0,10,0,0,1,3,12,0,3,3,4,2,1,4,8,1,5,0,0,2,1,0,1,1,0,0,9,3,0,1,1,0,0,0,12,4,1,0,0,0,0,1,2,3,3,0,32500,0,2256,1883,1883,12841,0.46,21.333333333333332,64.5
8,7,5,0,1,0,4,0,3,5,1,0,6,2,1,0,0,0,1,4,7,2,3,3,2,3,1,2,4,1,2,0,0,0,1,0,0,1,0,1,3,3,0,2,3,0,0,1,2,4,0,0,1,1,0,1,2,3,1,0,47500,0,756,756,756,5524,0.4,39,0
5,1,5,1,3,0,3,0,6,5,2,0,9,2,0,7,1,1,1,4,7,3,3,3,2,2,1,2,4,1,1,0,0,2,1,0,0,1,0,1,6,3,1,4,3,0,0,0,7,3,0,0,1,1,1,1,1,5,3,0,72500,0,1880,1480,1480,16735,0.52,22.333333333333332,70
1,4,5,1,2,1,4,0,5,1,1,1,3,3,1,5,0,1,2,5,2,0,3,3,3,1,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,3,1,0,1,0,0,1,1,3,1,0,110000,0,3141,1571,0,2600,0.53,63,10
1,9,6,0,3,1,5,0,5,1,2,0,1,4,0,10,0,1,1,4,22,3,3,3,3,2,1,8,4,1,2,0,0,2,1,1,0,1,0,0,0,0,0,2,1,0,0,0,18,4,1,0,0,0,0,2,0,3,1,0,42500,0,1800,857,343,5950,0.55,57,18.5
4,2,5,0,2,1,3,0,4,5,1,1,6,4,0,7,1,0,1,4,7,8,7,3,2,2,1,12,12,1,10,0,0,0,1,0,0,1,0,1,4,1,0,0,0,0,0,1,7,2,0,0,1,1,1,0,2,6,2,1,72500,0,1540,1540,1540,14954,0.47,57,25
1,3,5,0,3,1,4,0,9,1,1,1,6,4,1,10,0,1,1,3,12,0,7,2,3,1,1,8,8,1,5,0,0,6,1,0,0,1,0,0,0,0,0,6,3,0,0,1,22,3,1,0,0,0,0,0,1,5,2,1,47500,0,2912,1579,0,5131,0.59,75.5,59.5
8,2,5,0,1,1,3,0,0,5,1,0,6,2,1,7,1,1,1,4,3,1,1,3,2,3,3,4,2,1,1,0,0,2,0,0,0,0,0,1,2,3,0,2,0,0,0,0,7,3,0,0,0,1,1,1,1,5,1,0,37500,0,797,0,797,4596,0.36,35,2.5
3,7,5,0,2,0,3,0,4,5,2,0,6,3,0,7,1,0,1,4,3,0,0,0,3,3,2,4,8,3,5,2,2,0,1,0,1,0,0,1,3,1,1,3,2,0,0,1,2,4,0,0,1,1,1,1,2,2,4,0,2000,1,961,961,721,11596,0.41,21,21
3,3,5,0,1,1,3,0,3,5,1,0,0,4,0,5,1,1,1,4,2,0,0,0,2,3,2,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,7,4,0,0,1,1,1,0,1,1,1,1,2000,1,617,617,206,5368,0.46,73,17
5,2,2,1,3,0,4,0,6,1,2,0,6,4,1,7,0,0,1,3,7,2,3,3,1,1,1,8,8,1,5,0,0,2,1,0,0,0,0,0,6,3,0,4,3,1,0,1,7,3,1,0,0,0,0,1,1,3,3,0,77500,0,2064,1664,1664,9133,0.44,19.333333333333332,23.5
8,4,1,1,3,1,3,0,4,1,2,0,6,1,0,5,0,1,1,4,2,1,3,2,2,3,2,4,8,1,2,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,1,22,4,1,0,0,0,0,1,2,2,2,0,82500,0,1426,1026,1026,4511,0.61,44.5,41
6,4,5,1,4,1,4,0,8,5,2,0,3,4,0,18,1,1,2,3,3,8,13,3,5,2,1,12,12,3,8,5,2,10,1,0,0,0,0,1,8,3,0,4,3,0,0,0,12,3,0,1,1,1,1,1,1,4,6,0,82500,0,3782,3782,3782,34932,0.36,27,22.5
5,7,2,0,2,1,4,0,3,1,1,0,1,3,1,18,0,0,2,4,2,0,16,3,4,2,1,12,12,1,5,0,0,6,1,0,0,1,0,0,0,0,0,3,1,1,0,0,12,3,1,0,1,0,0,1,1,3,10,0,62500,1,832,499,0,5531,0.42,19.7,31.5
4,3,2,1,3,0,3,0,7,1,1,2,3,0,0,10,0,0,1,4,2,8,3,3,2,3,2,2,2,1,2,0,0,2,1,0,0,1,1,0,5,2,1,2,1,0,0,1,12,4,1,0,0,0,0,1,1,6,2,0,32500,0,2176,1526,1182,4379,0.58,17,21
5,1,5,1,3,1,4,0,6,5,2,0,9,1,0,7,1,1,1,3,7,2,3,3,2,3,4,4,8,1,2,0,0,2,1,0,0,0,0,1,6,3,0,4,3,0,1,0,7,3,0,0,1,1,1,0,2,2,1,1,32500,0,1548,1148,1148,20961,0.43,63,29
2,3,5,0,2,0,3,0,5,1,1,0,6,3,0,7,0,1,1,4,12,8,3,3,2,2,2,2,2,1,2,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,12,4,1,0,0,0,0,1,1,3,3,0,52500,0,1680,840,840,4532,0.61,16.666666666666668,69
1,2,6,0,3,1,4,2,6,1,1,0,6,3,0,18,0,1,1,3,3,8,13,3,7,2,2,12,12,4,10,2,2,10,1,0,0,1,0,0,6,2,1,5,1,1,0,0,12,4,1,0,1,0,0,2,1,3,6,0,130000,0,1909,1595,1595,14817,0.55,36.333333333333336,17.5
6,4,1,1,3,1,5,1,5,1,2,1,9,4,0,7,0,1,3,3,7,3,7,2,5,3,2,2,12,3,2,2,1,10,1,0,0,1,0,0,5,2,1,1,2,1,0,1,18,4,1,0,0,0,0,1,1,4,4,0,47500,0,2785,2135,2135,8258,0.43,28.5,63
2,1,5,0,4,0,3,0,7,1,2,1,3,2,1,10,0,1,2,4,12,1,7,3,3,2,1,8,12,3,5,5,2,0,1,0,0,1,0,0,7,3,0,1,1,1,0,1,12,2,1,0,0,0,1,1,4,2,5,0,52500,0,2700,2700,2700,7505,0.39,45.2,36.5
5,4,1,1,3,1,3,0,7,5,2,0,3,1,0,10,1,1,1,4,2,3,3,3,2,3,2,2,2,1,2,0,0,2,1,0,0,1,0,0,7,3,1,4,3,0,1,0,12,4,1,0,0,0,1,2,1,5,1,1,87500,0,2961,2561,2561,15606,0.38,71,72
6,3,5,1,3,0,4,0,5,5,3,0,16,2,0,10,1,1,2,3,2,3,7,2,4,2,1,8,8,2,5,1,0,2,1,0,0,0,0,1,5,1,0,3,1,1,0,0,12,3,0,0,1,1,1,0,1,3,3,0,37500,0,2112,1223,1223,26247,0.43,34.666666666666664,39.5
6,3,5,1,4,1,5,1,7,1,2,1,3,3,0,5,0,1,2,3,12,5,3,3,5,3,2,4,4,1,1,0,0,6,1,0,0,1,1,0,7,3,1,3,3,0,0,1,12,4,1,0,0,0,0,1,1,5,2,0,130000,0,4816,2140,2140,16257,0.57,44,38
1,7,5,0,1,0,3,0,2,5,1,0,0,4,0,10,1,0,1,4,7,0,0,0,1,2,2,4,4,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,7,3,1,0,1,0,1,0,1,2,1,1,37500,0,597,398,597,6046,0.41,65,10.5
1,2,5,0,3,1,3,0,6,5,2,0,16,1,1,3,1,1,3,4,17,2,3,2,5,3,2,2,2,4,5,2,2,6,1,0,1,0,0,0,0,0,0,7,2,1,1,0,22,3,0,0,0,0,1,1,3,6,4,0,130000,0,3619,2068,0,13913,0.58,31,7.5
1,1,6,0,3,1,4,1,6,1,1,0,9,3,1,7,0,1,2,3,12,2,7,3,1,3,3,2,2,2,5,5,0,6,1,0,0,1,0,0,0,0,0,3,1,1,1,0,12,3,1,0,1,0,0,1,2,6,1,0,2000,1,2760,2760,460,3592,0.56,53,29
4,1,5,0,3,1,4,0,6,5,2,0,9,2,0,7,1,1,1,3,7,2,13,3,4,2,1,8,12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,1,4,3,1,0,0,0,1,1,1,3,3,0,22500,1,1154,1154,192,4231,0.59,17,21
7,1,5,1,2,0,4,0,5,5,2,0,1,4,1,3,1,1,1,3,22,1,1,3,1,3,2,2,8,1,2,0,0,2,1,0,0,1,0,0,5,3,1,6,2,1,0,0,12,4,1,0,0,0,1,1,1,3,1,0,72500,0,2460,2060,2060,5332,0.41,58,2.5
3,1,5,0,2,0,3,0,5,1,1,0,9,1,0,5,0,0,1,5,12,0,0,0,3,3,3,2,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,2,1,1,1,0,12500,1,432,432,259,3820,0.57,54,2.5
6,3,3,1,3,0,3,0,5,5,1,0,1,3,0,7,1,0,1,1,3,0,3,3,2,3,1,4,8,0,0,0,0,10,0,1,0,0,0,1,5,2,0,0,0,0,0,0,12,3,0,0,1,1,1,1,1,0,1,0,2000,1,2108,2108,2108,13845,0.39,48,10.5
1,3,5,0,3,1,3,0,7,5,1,1,6,3,0,7,1,1,2,4,7,0,0,1,2,1,2,2,4,2,2,1,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,30,3,0,0,1,1,1,1,1,5,3,0,37500,0,1938,1610,687,18607,0.49,24.666666666666668,10.5
4,3,5,1,4,0,4,1,8,5,3,0,1,3,1,7,1,0,1,4,3,1,1,3,3,2,2,1,1,2,1,1,0,6,1,0,0,1,0,1,8,1,1,2,3,0,0,0,22,4,0,0,1,1,1,0,4,4,2,0,62500,0,3663,2803,1841,3679,0.43,64.5,7.5
1,4,4,0,7,1,4,1,13,-2,3,1,6,2,1,18,0,1,4,4,12,8,7,2,3,2,1,2,2,8,8,5,1,0,1,0,0,1,1,0,7,2,1,2,1,1,0,0,22,2,1,0,1,0,1,1,1,6,7,1,130000,0,7456,4608,3545,19864,0.52,42.57142857142857,68.5
6,3,6,1,5,1,3,1,12,1,3,1,6,4,0,7,0,0,2,4,12,8,7,3,6,3,2,4,8,4,10,8,2,0,1,1,0,1,0,0,12,1,1,6,3,0,0,1,30,3,1,0,0,0,0,2,1,1,5,0,110000,0,4295,3645,3645,12005,0.63,31,13
3,2,5,1,3,0,4,0,5,-2,1,1,6,3,0,10,1,0,1,3,7,0,7,3,1,2,1,4,4,1,8,0,0,0,1,1,0,0,0,1,5,1,1,1,0,1,0,1,12,4,0,0,1,1,1,0,1,2,2,1,42500,0,2508,2108,2108,13944,0.47,62,18.5
5,2,6,0,4,1,3,1,8,5,2,0,16,4,1,18,1,1,2,1,2,0,7,3,4,3,2,4,8,1,8,0,0,6,1,1,0,1,0,1,0,0,0,0,0,1,0,0,12,4,1,0,1,1,1,1,3,3,9,0,37500,1,4032,2688,504,23001,0.6,21.666666666666668,33
8,4,5,1,2,0,3,0,5,5,2,1,0,4,0,3,1,1,1,3,3,1,1,3,3,3,2,4,8,0,0,0,0,0,0,0,0,1,0,1,5,3,1,3,1,0,0,1,22,4,0,0,1,1,1,2,2,5,1,1,67500,0,1528,1278,1278,7811,0.38,67,0
2,4,6,1,3,1,3,0,8,1,2,1,9,3,0,0,0,1,2,4,22,8,7,3,1,3,2,4,2,3,8,5,5,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,22,3,1,0,0,0,0,1,1,5,4,0,77500,0,2332,2332,1041,10286,0.58,27.5,25
2,2,4,0,2,0,3,0,4,-2,1,0,0,4,1,5,0,1,1,3,22,0,3,3,2,3,1,8,2,2,8,2,0,2,1,0,0,0,0,1,4,3,1,0,0,0,0,0,0,4,0,0,1,1,0,1,1,2,2,0,77500,0,1560,1560,1560,10980,0.4,50.5,13
6,2,5,0,3,0,3,1,4,-2,2,0,6,2,1,7,1,0,1,4,17,3,7,3,2,2,1,4,8,3,5,5,2,2,1,1,0,1,0,1,0,0,0,1,2,0,0,1,12,4,0,0,1,1,1,1,1,3,3,0,130000,0,1904,1269,952,22030,0.51,43.666666666666664,29
2,2,3,0,2,0,3,0,0,1,1,0,1,3,0,5,0,1,1,4,3,0,7,0,2,2,1,4,8,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,2,4,5,3,0,72500,0,1170,0,0,4093,0.42,38.666666666666664,13
1,1,6,0,3,1,4,1,5,-2,2,1,3,3,0,5,1,1,2,5,2,1,3,3,2,2,1,4,4,1,5,0,0,2,1,0,0,1,0,1,0,0,0,2,2,1,1,0,12,4,1,0,1,1,1,1,1,6,2,0,130000,0,3211,1713,1028,18810,0.68,56,52
3,2,5,1,3,1,4,0,9,-2,2,0,1,1,0,7,0,1,1,4,7,0,3,3,1,3,3,2,2,1,2,0,0,2,1,0,0,1,0,0,9,2,0,1,0,1,0,1,12,4,1,0,0,0,0,1,1,7,1,0,62500,0,2406,2006,2006,7344,0.6,43,15
2,5,5,0,5,0,4,1,7,1,2,0,0,1,0,10,0,1,1,3,3,0,7,3,3,2,1,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,7,4,1,0,0,0,0,1,1,1,3,1,47500,0,2208,2208,0,10588,0.52,53.333333333333336,0
4,2,2,1,3,1,4,1,6,5,2,0,6,3,0,10,1,0,1,3,7,0,3,3,3,2,2,8,8,1,1,0,0,0,0,0,0,0,0,1,6,3,0,4,3,0,0,1,22,3,0,0,1,1,1,1,1,3,2,0,57500,0,2520,1260,1260,18893,0.48,58,10
1,3,6,0,2,0,3,1,5,1,1,0,9,2,0,18,0,1,1,4,7,0,13,3,2,2,1,4,8,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,4,1,0,1,0,0,2,1,2,4,0,27500,1,2160,1980,288,5226,0.58,17.75,29
4,2,5,0,3,1,4,0,0,5,1,1,9,4,1,10,1,1,1,3,7,0,7,2,4,3,2,8,8,1,5,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,12,1,0,0,0,1,1,2,5,2,6,1,72500,0,878,0,0,11738,0.35,23.333333333333332,2.5
1,4,5,0,1,0,3,0,4,1,1,0,6,1,0,5,0,0,1,4,7,0,3,3,2,2,2,4,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,1,0,0,18,3,1,0,0,0,0,0,2,2,1,1,8750,1,742,742,0,2234,0.36,74,2.5
2,3,2,0,4,1,4,1,9,-2,3,0,3,4,1,5,1,1,1,3,12,3,7,3,3,2,1,4,2,1,2,0,0,2,1,0,0,0,0,1,9,1,0,6,3,0,0,1,22,4,0,0,0,1,1,1,1,2,2,0,110000,0,7452,3726,3726,24274,0.39,58.5,10.5
8,1,5,1,3,1,4,0,6,1,3,1,9,2,0,5,0,1,1,5,2,3,3,3,2,3,2,2,4,1,2,0,0,2,1,0,0,0,1,0,6,2,1,0,0,0,0,0,18,4,1,0,1,0,0,1,1,5,2,0,130000,0,2100,1700,1700,8794,0.5,30,21
8,4,1,1,5,1,5,0,10,-2,3,0,9,3,1,10,0,1,1,3,7,3,7,3,4,3,2,2,2,2,2,1,0,6,1,0,0,1,0,1,10,3,1,5,3,0,0,0,22,4,1,0,1,1,1,0,1,5,4,0,110000,0,4890,4240,4240,16046,0.45,20,39.5
5,1,5,1,4,0,4,0,4,5,2,1,1,2,1,5,1,1,1,3,7,0,1,3,3,1,1,4,8,1,2,0,0,6,0,1,0,1,0,0,4,1,0,5,2,0,0,1,22,3,1,0,1,0,1,1,4,1,2,0,32500,0,2592,1096,1096,9464,0.45,33.5,15.5
3,1,5,1,3,1,3,1,6,-2,2,0,6,4,0,10,1,1,2,4,7,8,13,3,3,3,4,12,12,1,5,0,0,2,1,0,0,0,1,1,0,0,0,4,1,1,0,0,7,3,0,0,1,1,1,0,1,2,2,1,52500,0,2278,1878,626,31365,0.54,68,45
2,1,6,0,3,0,5,0,6,1,2,0,6,2,1,7,0,1,1,3,3,1,3,3,8,3,2,2,2,4,5,5,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,4,1,0,0,0,0,1,1,3,4,0,130000,0,2018,1682,673,14485,0.57,29.25,505
7,7,5,1,3,0,4,0,6,1,2,0,9,0,0,7,0,1,1,3,7,3,3,3,4,3,2,2,4,1,2,0,0,2,1,0,0,0,0,0,6,2,0,0,0,0,0,1,12,3,1,0,0,0,0,1,1,5,4,0,47500,0,2433,2033,2033,13468,0.36,17,26
4,1,5,0,2,1,3,0,4,5,1,0,6,3,0,7,1,1,1,4,7,5,0,0,2,2,2,4,2,2,10,10,0,2,1,0,0,0,0,0,4,2,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,5,2,0,32500,0,686,686,686,4633,0.54,23.5,13
8,3,5,1,3,1,5,1,9,5,2,1,9,2,0,10,1,1,1,3,3,8,7,3,2,3,2,4,4,3,10,2,1,6,1,0,0,1,1,1,9,2,1,0,0,0,0,0,18,4,0,0,1,1,1,1,1,2,3,0,130000,0,3100,2700,2700,23162,0.53,32.333333333333336,124.5
6,3,3,0,1,0,4,0,1,1,1,0,1,2,1,5,0,1,1,3,12,0,7,2,2,1,1,4,4,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,0,1,1,0,0,1,7,2,0,32500,0,496,165,0,6494,0.44,54.5,0
5,3,5,0,1,0,3,0,3,5,1,0,6,2,0,5,1,1,1,4,7,3,3,3,1,2,2,8,8,2,8,2,0,0,1,0,0,1,0,1,3,2,0,0,0,1,0,1,2,3,0,0,1,1,1,1,1,3,1,1,92500,0,753,753,753,9556,0.41,51,18
4,3,6,1,3,0,4,2,8,1,1,1,3,3,0,5,0,1,1,4,7,2,1,3,2,1,1,4,4,2,2,1,0,6,1,0,0,0,0,0,8,3,0,5,0,1,0,1,12,4,1,0,0,0,0,0,2,5,2,1,27500,0,1600,1200,1200,6781,0.5,82.5,21
6,2,5,1,4,0,5,1,11,1,3,1,6,2,1,5,0,0,2,3,7,2,7,3,4,3,3,4,8,4,2,2,1,6,1,1,0,1,1,0,8,3,1,0,0,1,0,1,22,3,1,0,0,0,0,1,4,6,3,1,130000,0,3460,3060,2225,13043,0.55,49.333333333333336,15
6,4,6,1,3,0,4,0,7,1,2,0,0,2,0,10,0,1,1,4,12,0,3,3,1,3,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,12,4,1,0,0,0,0,0,1,1,2,0,130000,0,3400,3000,0,5703,0.53,59.5,0
1,2,2,1,3,0,4,0,7,5,1,1,6,1,1,7,1,0,1,5,7,3,7,3,5,3,2,4,4,2,10,2,0,0,1,0,0,1,0,0,7,3,0,2,0,0,0,1,22,4,0,0,0,0,1,1,1,6,4,0,130000,0,7800,7550,7550,15717,0.51,26,5
5,4,7,1,5,1,4,1,8,-2,3,1,6,4,0,7,1,0,3,3,3,1,3,2,2,2,2,2,2,3,2,5,1,6,1,0,0,1,0,1,0,0,0,3,2,1,0,1,18,4,0,0,1,1,1,0,1,6,2,1,92500,0,2988,2588,324,9978,0.47,65,29
1,3,6,0,3,1,3,0,9,1,2,0,1,3,0,7,0,0,1,4,7,0,3,3,1,2,1,4,4,1,2,0,0,6,1,0,0,1,0,0,0,0,0,3,1,0,0,0,22,3,1,0,0,0,0,2,1,4,2,0,97500,0,2376,1748,388,5301,0.6,59,29
4,1,5,0,1,0,2,0,4,5,1,0,6,2,0,5,1,0,1,4,7,0,0,0,1,1,1,4,12,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,1,2,3,0,0,1,1,1,1,2,2,2,0,22500,0,570,570,570,10753,0.59,25,0
3,7,2,0,2,1,4,0,4,1,1,0,6,3,0,10,0,1,1,4,7,0,3,3,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3,1,0,0,0,0,0,1,1,2,0,8750,1,1246,1246,0,4491,0.59,37,0
6,1,5,1,4,0,4,0,7,5,2,0,9,4,0,7,1,1,1,4,12,0,3,1,2,1,1,2,4,2,5,2,0,0,1,0,0,1,0,1,7,3,0,5,2,1,0,0,12,3,0,0,1,1,1,1,1,5,2,0,130000,0,1987,1587,1987,15770,0.48,53,2.5
2,3,5,1,3,0,4,0,7,1,2,0,1,4,0,7,0,0,1,4,7,0,3,3,3,2,2,4,8,1,5,0,0,0,1,0,0,1,0,0,7,3,1,2,2,1,0,1,12,4,1,0,0,0,0,1,1,4,1,0,42500,0,2304,2054,2054,5595,0.55,53,135
2,3,5,0,4,0,4,1,9,1,2,0,9,2,0,7,0,1,2,3,3,8,7,3,6,3,3,4,4,4,2,1,1,10,1,0,0,1,1,0,9,2,1,6,1,1,0,1,22,3,1,0,0,0,0,1,1,5,5,0,52500,0,1600,1600,1600,20895,0.52,20.8,80
7,1,5,1,3,0,4,1,8,1,2,0,16,2,0,10,0,0,1,3,3,8,3,3,3,3,2,4,4,2,5,2,0,0,1,0,0,1,1,0,8,3,1,4,3,1,0,0,22,3,1,0,0,0,0,1,1,5,2,0,47500,0,4193,1696,1696,16177,0.39,20.5,65
6,1,5,1,4,1,4,0,8,5,3,1,9,2,1,7,1,1,2,3,7,5,3,3,6,3,2,2,4,3,2,2,2,6,1,0,0,1,0,1,8,2,1,6,2,1,0,0,30,4,1,0,1,1,1,1,1,7,3,0,130000,0,9100,7511,7511,21490,0.41,41.666666666666664,49.5
3,4,5,0,2,1,4,0,0,-2,2,0,1,1,0,3,0,1,1,4,2,0,1,2,3,2,1,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,7,3,1,0,0,0,0,1,1,3,1,0,67500,0,1131,0,0,3155,0.33,63,10.5
5,3,5,1,2,1,3,1,5,5,2,1,6,4,0,5,1,1,1,4,12,2,3,3,2,3,3,8,4,2,5,1,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,1,7,3,1,0,0,0,1,1,1,2,2,0,32500,0,1462,1212,1212,4278,0.59,18.5,5
4,1,5,1,3,0,5,0,6,1,2,0,1,2,0,5,0,0,1,3,2,1,7,3,4,3,2,12,12,3,5,5,5,2,1,0,0,0,0,0,6,3,1,5,2,1,0,0,18,3,1,0,0,0,0,1,2,5,3,0,130000,0,2360,1960,1960,13080,0.49,23.666666666666668,2.5
4,3,6,1,4,1,2,1,8,5,2,0,16,4,0,10,1,1,1,4,22,8,7,3,3,3,4,4,12,2,10,1,0,6,1,0,0,1,1,0,8,3,1,2,3,0,0,1,12,2,1,0,1,0,1,1,1,5,5,0,72500,0,1920,1520,1520,11220,0.5,22.8,5
4,2,5,1,3,0,3,0,6,5,1,1,1,1,1,5,1,1,1,4,12,1,3,1,2,2,1,4,4,2,2,1,0,0,1,0,0,0,0,0,6,1,0,4,3,1,0,1,12,4,1,0,0,0,1,1,1,2,1,1,12500,1,2308,984,984,6516,0.62,64,5
8,1,5,1,4,0,5,0,8,-2,2,0,6,2,0,5,1,1,2,3,7,3,7,3,5,3,2,2,4,2,5,2,0,2,1,0,0,0,1,1,8,3,1,2,2,0,0,0,22,4,1,0,0,1,1,2,1,2,2,0,130000,0,4051,1590,1590,9660,0.44,61,5
1,2,5,0,2,0,4,0,5,1,2,0,0,2,1,1,0,0,1,3,2,2,3,3,1,3,2,2,4,1,2,0,0,2,1,0,0,1,0,0,5,3,1,1,1,1,0,0,12,4,1,0,1,0,0,1,1,2,1,0,3750,1,1260,1260,1260,14512,0.36,39,34.5
4,3,5,0,2,0,3,0,5,-2,1,0,6,3,1,7,1,1,1,4,12,0,7,2,1,2,1,4,4,0,0,0,0,0,0,0,0,0,0,1,5,2,0,2,3,1,0,1,7,4,0,0,1,1,1,0,1,3,2,1,67500,0,840,840,840,9445,0.37,69.5,26.5
7,3,5,1,3,1,3,0,5,1,2,0,6,2,1,10,0,1,3,5,3,3,7,3,1,3,4,4,4,2,10,2,0,2,1,0,0,0,0,0,5,1,1,5,2,0,0,1,7,4,1,0,0,0,0,1,1,4,2,0,97500,0,3945,3545,1817,9973,0.65,62.5,43.5
5,1,5,1,3,1,5,0,7,5,2,0,9,3,0,7,1,1,2,5,2,3,7,3,1,2,2,4,4,1,5,0,0,2,1,0,0,0,1,1,7,3,1,4,3,1,0,1,18,3,0,0,1,1,1,0,1,5,2,1,62500,0,2056,1656,1656,13502,0.51,66,5
5,3,5,1,3,0,4,1,6,5,2,1,6,4,0,7,1,0,2,3,3,3,7,3,5,2,2,1,1,2,5,1,0,2,1,0,0,0,0,0,6,3,0,1,0,0,0,1,12,4,1,0,0,0,1,1,1,6,1,1,57500,0,3100,2850,1424,9210,0.57,67,10
8,2,6,1,5,0,4,1,9,5,3,0,16,3,0,10,1,0,2,3,3,8,7,3,2,1,1,2,2,2,2,1,0,2,1,0,0,1,0,0,6,2,1,3,2,0,0,1,12,4,1,0,1,0,1,0,1,8,6,0,110000,0,5622,4972,1299,10716,0.57,17.833333333333332,12.5
4,3,3,0,2,0,3,1,4,5,1,0,0,2,1,5,1,0,1,4,22,0,3,3,2,2,2,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,12,2,0,0,0,0,1,1,1,2,1,0,3750,1,780,780,195,5204,0.62,41,22.5
2,7,5,0,2,1,3,0,0,5,1,1,3,3,0,5,1,0,1,4,12,1,3,3,2,2,2,12,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,1,1,1,5,2,0,42500,0,1372,0,343,2523,0.36,31.5,29
